Date,consumer_sentiment,cpi_inflation,unemployment_rate,gdp_growth,gdp_yoy_growth,cpi_yoy,consumer_sentiment_zscore,unemployment_rate_zscore,gdp_yoy_growth_zscore,cpi_yoy_zscore
2016-06-01,93.5,240.222,4.9,18832.326666666668,2.5669318590209933,1.0792865347959424,1.0747672267814947,-0.3992010654589336,-0.6007583875315894,-0.766614613218971
2016-07-01,90.0,240.101,4.8,18892.639,2.6683131153736106,0.8683633430518256,0.8144644302795097,-0.4464971014230389,-0.5679330272652721,-0.8763423276119668
2016-08-01,89.8,240.545,4.9,18958.219,2.9621935570930624,1.0553158595656864,0.7995899847651102,-0.3992010654589336,-0.4727800204696877,-0.779084780125338
2016-09-01,91.2,241.176,5.0,19023.799,3.255717643142342,1.5486446201652182,0.9037111033659048,-0.35190502949482866,-0.37774239499484435,-0.5224423649537216
2016-10-01,87.2,241.741,4.9,19089.379,3.5488860212972817,1.685924966243646,0.6062221930779217,-0.3992010654589336,-0.282819941103007,-0.45102556871758415
2016-11-01,93.8,242.026,4.7,19152.947333333334,3.7234227967990696,1.6843334719788938,1.0970788950530932,-0.49379313738714375,-0.22630818792803634,-0.45185350530766133
2016-12-01,98.2,242.637,4.7,19216.515666666666,3.897388366785637,2.0507989115119862,1.424316696369875,-0.49379313738714375,-0.1699813804471495,-0.2612086798075159
2017-01-01,98.5,243.618,4.7,19280.084,4.070785530747623,2.5103933482571117,1.4466283646414735,-0.49379313738714375,-0.11383861223748194,-0.022115734765423008
2017-02-01,96.3,244.006,4.6,19332.936999999998,4.008428944145037,2.8103616813294208,1.2830094639830827,-0.5410891733512491,-0.13402851216423345,0.1339355714286929
2017-03-01,96.9,243.892,4.4,19385.79,3.9464864436195013,2.44119623655914,1.3276328005262807,-0.6356812452794589,-0.154084338741044,-0.058113866817334076
2017-04-01,97.0,244.193,4.4,19438.643,3.884953918141698,2.176223471915395,1.33507002328348,-0.6356812452794589,-0.17400742304254463,-0.19595957074553824
2017-05-01,97.1,244.004,4.4,19523.29366666667,4.002124225951054,1.8563431667619756,1.342507246040679,-0.6356812452794589,-0.13606986234611815,-0.36236960121008904
2017-06-01,95.0,244.163,4.3,19607.944333333333,4.118544035451088,1.640565809959127,1.1863255681394884,-0.6829772812435642,-0.09837529900708322,-0.4746225781537634
2017-07-01,93.4,244.243,4.3,19692.595,4.234220534251465,1.7251073506566073,1.0673300040242957,-0.6829772812435642,-0.060921405811464324,-0.4306418761963851
2017-08-01,96.8,245.183,4.4,19807.426,4.4793606403639386,1.92812155729698,1.3201955777690806,-0.6356812452794589,0.018450389216181983,-0.32502862096468854
2017-09-01,95.1,246.435,4.3,19922.257,4.7228106226311795,2.1805652303711787,1.1937627908966877,-0.6829772812435642,0.09727495365988786,-0.19370087539838285
2017-10-01,100.7,246.626,4.2,20037.088,4.964587899899731,2.020757753132485,1.6102472652998645,-0.7302733172076691,0.1755579274173402,-0.27683686947904174
2017-11-01,98.5,247.284,4.2,20134.243,5.123470814117681,2.172493864295566,1.4466283646414735,-0.7302733172076691,0.22700125221918332,-0.19789980935240994
2017-12-01,95.9,247.805,4.1,20231.398,5.281302557329726,2.129930719552253,1.253260572954285,-0.7775693531717743,0.2781042274513747,-0.22004226107354571
2018-01-01,95.7,248.859,4.0,20328.553,5.438093526978416,2.151318868063945,1.2383861274398857,-0.8248653891358793,0.32887021961192275,-0.20891559154100317
2018-02-01,99.7,249.529,4.1,20412.672666666665,5.584954146732435,2.263468931091861,1.5358750377278687,-0.7775693531717743,0.37642094965607514,-0.1505722202724101
2018-03-01,101.4,249.577,4.0,20496.792333333335,5.731013971230126,2.3309497646499366,1.6623078246002616,-0.8248653891358793,0.423712397129324,-0.11546694061855074
2018-04-01,98.8,250.227,4.0,20580.912,5.876279532475603,2.4709963021052994,1.4689400329130722,-0.8248653891358793,0.4707466769727942,-0.04261109989017493
2018-05-01,98.0,250.792,3.8,20653.518,5.78910686193812,2.781921607842497,1.4094422508554758,-0.9194574610640894,0.4425217918340928,0.11914030764056067
2018-06-01,98.2,251.018,4.0,20726.124,5.702686868433071,2.8075506935940187,1.424316696369875,-0.8248653891358793,0.41454060948269844,0.13247322270903855
2018-07-01,97.9,251.214,3.8,20798.73,5.617009845579002,2.854124785561929,1.4020050280982765,-0.9194574610640894,0.3867999871732993,0.15670227319566207
2018-08-01,96.2,251.663,3.8,20838.442333333332,5.205200985394742,2.6429238568742575,1.2755722412258836,-0.9194574610640894,0.2534639575881733,0.0468300728418444
2018-09-01,100.1,252.182,3.7,20878.154666666665,4.798139420983594,2.332055105808828,1.5656239287566664,-0.9667534970281944,0.12166501384760552,-0.1148919134819579
2018-10-01,98.6,252.772,3.8,20917.867,4.395743533192031,2.492032470218053,1.4540655873986728,-0.9194574610640894,-0.008623270808295115,-0.031667539689362395
2018-11-01,97.5,252.594,3.8,20982.444666666666,4.2127318452780615,2.147328577667773,1.372256137069478,-0.9194574610640894,-0.06787904258358543,-0.21099144408863313
2018-12-01,98.3,252.767,3.9,21047.02233333333,4.031477870848721,2.0023809043401064,1.4317539191270743,-0.8721614250999844,-0.126565699510099,-0.286396982803041
2019-01-01,91.2,252.561,4.0,21111.6,3.851956408309043,1.4875893578291333,0.9037111033659048,-0.8248653891358793,-0.18469140139433085,-0.5542048958181838
2019-02-01,93.8,253.319,3.8,21207.046,3.891569449553378,1.5188615351321877,1.0970788950530932,-0.9194574610640894,-0.17186543733676252,-0.5379362981775813
2019-03-01,98.4,254.277,3.8,21302.492,3.930857343743388,1.8831863513063984,1.4391911418842744,-0.9194574610640894,-0.159144749832097,-0.3484050804633037
2019-04-01,97.2,255.233,3.7,21397.938,3.9698240777668037,2.000583470209061,1.3499444687978792,-0.9667534970281944,-0.1465280480004338,-0.287332054652375
